specification,term,estimate,se_cluster,p_cluster,ci95_lo,ci95_hi,N,G,weight,cluster,estimator,dropped_economy
ROBUSTNESS_LOO_2021,dig_x_lowcov,-0.017275882325149376,0.004968885375388773,0.0005074127038077441,-0.02701489766091137,-0.007536866989387381,95718,92,w_equal,economy,WLS LPM,PAK
ROBUSTNESS_LOO_2021,dig_x_lowcov,-0.018010370592097567,0.004963530574929786,0.00028502829020434834,-0.027738890518959947,-0.008281850665235187,95728,92,w_equal,economy,WLS LPM,PAN
ROBUSTNESS_LOO_2021,dig_x_lowcov,-0.016812703750005955,0.005133741132930368,0.0010568372036618451,-0.026874836370549476,-0.006750571129462434,95715,92,w_equal,economy,WLS LPM,PER
ROBUSTNESS_LOO_2021,dig_x_lowcov,-0.018257113885827868,0.004927272337969934,0.00021112517659794262,-0.027914567668248937,-0.008599660103406797,95712,92,w_equal,economy,WLS LPM,PHL
ROBUSTNESS_LOO_2021,dig_x_lowcov,-0.01739874970510388,0.004990050695173777,0.0004890415863638292,-0.027179249067644483,-0.007618250342563276,95739,92,w_equal,economy,WLS LPM,POL
ROBUSTNESS_LOO_2021,dig_x_lowcov,-0.01755897172353383,0.004947057603036588,0.0003861440364523215,-0.027255204625485543,-0.007862738821582118,95714,92,w_equal,economy,WLS LPM,PRY
ROBUSTNESS_LOO_2021,dig_x_lowcov,-0.01742864492584386,0.004950369486363843,0.00043044891931741234,-0.02713136911911699,-0.007725920732570729,95712,92,w_equal,economy,WLS LPM,PSE
ROBUSTNESS_LOO_2021,dig_x_lowcov,-0.017473953368606434,0.00493829675359472,0.0004024720083286289,-0.027153015005652086,-0.007794891731560784,95743,92,w_equal,economy,WLS LPM,ROU
ROBUSTNESS_LOO_2021,dig_x_lowcov,-0.017016155859759116,0.004935574160046335,0.0005654762938049905,-0.026689881213449933,-0.007342430506068299,95693,92,w_equal,economy,WLS LPM,SAU
ROBUSTNESS_LOO_2021,dig_x_lowcov,-0.01736623706582441,0.005013706512847553,0.0005326969419385582,-0.027193101831005616,-0.007539372300643207,95721,92,w_equal,economy,WLS LPM,SEN
ROBUSTNESS_LOO_2021,dig_x_lowcov,-0.016548123763615592,0.004936748671330382,0.00080221670729859,-0.026224151159423142,-0.006872096367808044,95714,92,w_equal,economy,WLS LPM,SLE
