wave,term,estimate_91economies,se_cluster,p_cluster,ci95_lo,ci95_hi,N,G,estimate_93economies,relative_change_vs_93economies,same_sign_vs_93economies
2021,dig_x_lowcov,-0.013836489104290783,0.006713671768904549,0.03930855980314093,-0.026995285771343698,-0.000677692437237868,92263.0,91.0,-0.012056017831298,0.14768319837505503,True
2021,dig_x_lgdppc,-0.005754943787506106,0.00719186003051801,0.4235935289991809,-0.0198509894473214,0.008341101872309192,92263.0,91.0,-0.0024460948430695,1.3527067250934852,True
2021,dig_x_accrate,0.01158396747746875,0.007830504076982029,0.1390498229062589,-0.003763820513416026,0.026931755468353524,92263.0,91.0,0.0116665776131706,0.007080922824238628,True
2021,dig_x_lowcov_vs_PRIMARY_93econ,-0.013836489104290783,,,,,,,-0.0174364649340024,0.20646248212224463,True
2024,dig_x_lowcov,-0.009459251357613812,0.009734490208370849,0.3311871787957009,-0.028538852166020676,0.009620349450793052,92822.0,91.0,-0.0098140740117175,0.036154470985245,True
2024,dig_x_lgdppc,-0.003453260092829675,0.00787941660279717,0.6611953374315791,-0.018896916634312127,0.011990396448652779,92822.0,91.0,-0.0035115102931364,0.01658836097407454,True
2024,dig_x_accrate,0.012743776952740631,0.007192852854406972,0.07643976208837577,-0.0013542146418970332,0.026841768547378297,92822.0,91.0,0.0129483130919287,0.01579635414558875,True
2024,dig_x_lowcov_vs_PRIMARY_93econ,-0.009459251357613812,,,,,,,-0.0160852343044627,0.41192952626189405,True
