specification,term,estimate,se_cluster,p_cluster,ci95_lo,ci95_hi,N,G,weight,cluster,estimator
ROBUSTNESS_UNWEIGHTED_2021,digital_payment,0.09133148533400348,0.0049974318149300125,1.2925885993007279e-74,0.08153651897674066,0.1011264516912663,96711,93,w_unweighted,economy,WLS LPM
ROBUSTNESS_UNWEIGHTED_2021,dig_x_lowcov,-0.01609370479221066,0.005217465493203942,0.0020383780065016013,-0.026319937158890385,-0.005867472425530932,96711,93,w_unweighted,economy,WLS LPM
ROBUSTNESS_UNWEIGHTED_2024,digital_payment,0.08332882030476743,0.005178786370093554,2.978357372133384e-58,0.07317839901938407,0.0934792415901508,97847,93,w_unweighted,economy,WLS LPM
ROBUSTNESS_UNWEIGHTED_2024,dig_x_lowcov,-0.014327356123322818,0.005532832029071068,0.009611100382621906,-0.025171706900302113,-0.003483005346343526,97847,93,w_unweighted,economy,WLS LPM
